id;x;y;subnet;voltLvl
EHV1_coord_0;9.38975;52.0263;EHV1;1
EHV1_coord_1;9.12527;52.5383;EHV1;1
EHV1_coord_2;10.3663;52.2846;EHV1;1
EHV1_coord_3;9.91718;52.2782;EHV1;1
EHV1_coord_4;10.415;53.4126;EHV1;1
EHV1_coord_5;10.3788;53.2198;EHV1;1
EHV1_coord_6;12.9416;52.5621;EHV1;1
EHV1_coord_7;13.7097;52.5398;EHV1;1
EHV1_coord_8;11.3704;48.2915;EHV1;1
EHV1_coord_9;11.8682;48.2068;EHV1;1
EHV1_coord_10;10.761;52.3677;EHV1;1
EHV1_coord_11;13.4948;52.5898;EHV1;1
EHV1_coord_12;13.6835;54.1391;EHV1;1
EHV1_coord_13;9.98461;53.7411;EHV1;1
EHV1_coord_14;10.1575;53.5551;EHV1;1
EHV1_coord_15;9.2021;53.8952;EHV1;1
EHV1_coord_16;9.34476;53.9218;EHV1;1
EHV1_coord_17;9.344;53.8518;EHV1;1
EHV1_coord_18;10.3822;52.9932;EHV1;1
EHV1_coord_19;9.50179;53.5428;EHV1;1
EHV1_coord_20;9.74615;50.9168;EHV1;1
EHV1_coord_21;11.1229;50.9989;EHV1;1
EHV1_coord_22;10.3859;51.0018;EHV1;1
EHV1_coord_23;8.12264;53.5605;EHV1;1
EHV1_coord_24;11.6389;52.2687;EHV1;1
EHV1_coord_25;13.2115;52.5806;EHV1;1
EHV1_coord_26;11.7274;52.5689;EHV1;1
EHV1_coord_27;13.1434;53.9081;EHV1;1
EHV1_coord_28;11.8531;53.0865;EHV1_HV1;1
EHV1_coord_29;12.187;53.8158;EHV1;1
EHV1_coord_30;13.3058;52.2308;EHV1;1
EHV1_coord_31;13.5242;52.5356;EHV1;1
EHV1_coord_32;13.4564;52.5215;EHV1;1
EHV1_coord_33;10.9993;52.2001;EHV1;1
EHV1_coord_34;9.25938;51.0604;EHV1;1
EHV1_coord_35;8.31334;49.009;EHV1;1
EHV1_coord_36;7.7535;48.0994;EHV1;1
EHV1_coord_37;8.62321;49.3566;EHV1;1
EHV1_coord_38;8.56374;53.0317;EHV1;1
EHV1_coord_39;8.47471;53.4287;EHV1;1
EHV1_coord_40;11.4408;48.1718;EHV1;1
EHV1_coord_41;13.3264;50.3464;EHV1;1
EHV1_coord_42;12.1148;49.6312;EHV1;1
EHV1_coord_43;8.69516;53.0925;EHV1;1
EHV1_coord_44;8.77244;49.9747;EHV1;1
EHV1_coord_45;8.41937;49.6337;EHV1;1
EHV1_coord_46;8.38856;49.9823;EHV1;1
EHV1_coord_47;12.2622;51.741;EHV1;1
EHV1_coord_48;11.8943;51.4057;EHV1;1
EHV1_coord_49;13.1571;51.8285;EHV1;1
EHV1_coord_50;13.9024;51.8747;EHV1;1
EHV1_coord_51;11.5166;51.5844;EHV1;1
EHV1_coord_52;8.70222;51.7364;EHV1;1
EHV1_coord_53;8.99279;51.343;EHV1;1
EHV1_coord_54;11.6464;50.5349;EHV1;1
EHV1_coord_55;14.472;51.5538;EHV1;1
EHV1_coord_56;14.5081;51.4137;EHV1;1
EHV1_coord_57;14.4282;51.8889;EHV1;1
EHV1_coord_58;7.03497;52.2029;EHV1;1
EHV1_coord_59;7.30825;52.4768;EHV1;1
EHV1_coord_60;7.06034;51.6965;EHV1;1
EHV1_coord_61;7.54572;51.9703;EHV1;1
EHV1_coord_62;7.30434;52.4824;EHV1;1
EHV1_coord_63;7.27715;52.7532;EHV1;1
EHV1_coord_64;8.30776;52.3456;EHV1;1
EHV1_coord_65;7.88958;52.2774;EHV1;1
EHV1_coord_66;13.3353;49.5897;EHV1;1
EHV1_coord_67;12.2148;54.1003;EHV1;1
EHV1_coord_68;6.99648;49.3754;EHV1;1
EHV1_coord_69;6.47474;49.9225;EHV1;1
EHV1_coord_70;11.6994;53.5723;EHV1;1
EHV1_coord_71;11.3706;53.601;EHV1_HV1;1
EHV1_coord_72;6.94821;51.4446;EHV1;1
EHV1_coord_73;6.92676;51.4992;EHV1;1
EHV1_coord_74;6.6808;51.6463;EHV1;1
EHV1_coord_75;7.16721;51.3899;EHV1;1
EHV1_coord_76;7.12557;51.449;EHV1;1
EHV1_coord_77;6.99607;51.5142;EHV1;1
EHV1_coord_78;7.31318;51.4466;EHV1;1
EHV1_coord_79;7.99289;51.6837;EHV1;1
EHV1_coord_80;8.6248;51.4279;EHV1;1
EHV1_coord_81;7.35311;51.5758;EHV1;1
EHV1_coord_82;7.12324;51.5256;EHV1;1
EHV1_coord_83;8.21171;51.178;EHV1;1
EHV1_coord_84;6.97258;50.7957;EHV1;1
EHV1_coord_85;7.13689;50.6429;EHV1;1
EHV1_coord_86;6.45655;50.8713;EHV1;1
EHV1_coord_87;7.86395;50.7682;EHV1;1
EHV1_coord_88;6.7022;51.0089;EHV1;1
EHV1_coord_89;6.6124;51.0359;EHV1;1
EHV1_coord_90;6.96568;51.0693;EHV1;1
EHV1_coord_91;7.2332;51.2325;EHV1;1
EHV1_coord_92;6.3009;50.829;EHV1;1
EHV1_coord_93;7.12308;51.1716;EHV1;1
EHV1_coord_94;6.80109;51.1225;EHV1;1
EHV1_coord_95;7.00878;51.1743;EHV1;1
EHV1_coord_96;6.84265;50.8635;EHV1;1
EHV1_coord_97;7.71863;51.5342;EHV1;1
EHV1_coord_98;7.93077;51.673;EHV1;1
EHV1_coord_99;6.33001;51.2429;EHV1;1
EHV1_coord_100;6.84223;50.8599;EHV1;1
EHV1_coord_101;8.36423;51.9271;EHV1;1
EHV1_coord_102;6.48812;50.8811;EHV1;1
EHV1_coord_103;8.05409;53.3323;EHV1;1
EHV1_coord_104;8.47791;53.4285;EHV1;1
EHV1_coord_105;6.59602;50.9525;EHV1;1
EHV1_coord_106;7.33861;51.632;EHV1;1
EHV1_coord_107;7.70832;51.6762;EHV1;1
EHV1_coord_108;6.90661;51.5652;EHV1;1
EHV1_coord_109;6.62284;51.2587;EHV1;1
EHV1_coord_110;13.957;53.2522;EHV1;1
EHV1_coord_111;14.4763;53.1967;EHV1;1
EHV1_coord_112;9.90885;53.488;EHV1;1
EHV1_coord_113;6.61738;51.4758;EHV1;1
EHV1_coord_114;6.71115;51.5262;EHV1;1
EHV1_coord_115;6.68934;51.5764;EHV1;1
EHV1_coord_116;8.61665;48.066;EHV1;1
EHV1_coord_117;8.87294;48.3101;EHV1;1
EHV1_coord_118;6.72257;51.4798;EHV1;1
EHV1_coord_119;7.97066;51.6768;EHV1;1
EHV1_coord_120;9.25103;53.1144;EHV1;1
EHV1_coord_121;6.75917;52.2489;EHV1;1
EHV1_coord_122;7.40354;51.6444;EHV1;1
EHV1_coord_123;8.93969;52.403;EHV1;1
EHV1_coord_124;7.23579;49.3694;EHV1;1
EHV1_coord_125;6.81368;49.7248;EHV1;1
EHV1_coord_126;9.19079;48.9144;EHV1;1
EHV1_coord_127;8.57126;52.1054;EHV1;1
EHV1_coord_128;8.65937;51.9996;EHV1;1
EHV1_coord_129;7.31136;53.1258;EHV1;1
EHV1_coord_130;6.94948;53.1235;EHV1;1
EHV1_coord_131;10.0822;48.2661;EHV1;1
EHV1_coord_132;10.3918;48.5185;EHV1;1
EHV1_coord_133;7.95808;47.5955;EHV1;1
EHV1_coord_134;10.0838;48.2689;EHV1;1
EHV1_coord_135;9.88552;48.3041;EHV1;1
EHV1_coord_136;8.53151;50.0479;EHV1;1
EHV1_coord_137;8.47137;50.0972;EHV1;1
EHV1_coord_138;8.06574;50.4061;EHV1;1
EHV1_coord_139;8.98954;50.0603;EHV1;1
EHV1_coord_140;8.95871;50.0826;EHV1;1
EHV1_coord_141;10.3634;47.7383;EHV1;1
EHV1_coord_142;7.98122;51.6735;EHV1;1
EHV1_coord_143;8.78579;48.5838;EHV1;1
EHV1_coord_144;9.04543;48.903;EHV1;1
EHV1_coord_145;9.80132;47.6525;EHV1;1
EHV1_coord_146;9.81092;47.1426;EHV1;1
EHV1_coord_147;9.42551;48.0644;EHV1;1
EHV1_coord_148;8.28486;50.7591;EHV1;1
EHV1_coord_149;9.3182;54.716;EHV1;1
EHV1_coord_150;9.27063;55.037;EHV1;1
EHV1_coord_151;7.5933;50.3859;EHV1;1
EHV1_coord_152;12.8139;50.8579;EHV1;1
EHV1_coord_153;13.3823;51.356;EHV1;1
EHV1_coord_154;12.045;50.7813;EHV1;1
EHV1_coord_155;12.5182;51.1571;EHV1;1
EHV1_coord_156;8.65666;50.6057;EHV1;1
EHV1_coord_157;14.2192;51.1207;EHV1;1
EHV1_coord_158;10.991;50.5735;EHV1;1
EHV1_coord_159;10.2359;52.2935;EHV1;1
